site,site_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Vermillion,840460270001,15.6,14.0,11.6,10.0,13.1,7.0,14.9,11.6,20.5,19.8,16.6,8.0,9.1,9.0,10.6,9.8,10.3,9.5,12.3,12.3,13.3,10.5,7.7,7.0
Vermillion,840460270001,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
SF-USD,840460990009,7.5,10.6,9.5,11.0,9.6,12.0,9.5,10.4,15.8,16.1,17.3,13.6,15.4,13.3,10.8,10.0,12.4,8.0,10.6,8.8,7.4,8.8,8.8,6.7
SF-USD,840460990009,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Rule,840470931017,40.3,39.0,37.0,36.7,37.0,38.2,37.2,34.0,31.1,32.2,32.7,33.1,33.7,33.6,33.6,32.5,30.8,32.0,31.5,33.0,33.5,33.7,29.3,26.3
Rule,840470931017,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Loretto,840470990003,24.0,27.0,-999,26.0,19.0,19.0,18.0,15.0,20.0,-999,26.0,25.0,16.0,19.0,14.0,17.0,16.0,17.0,19.0,19.0,17.0,17.0,19.0,19.0
Loretto,840470990003,G,G,M,G,G,G,G,G,G,M,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Jackson,840471130010,27.1,27.3,17.3,21.3,16.0,19.0,19.8,12.9,21.8,15.1,18.1,20.1,17.1,18.3,21.1,23.1,26.6,21.0,23.1,20.3,20.5,19.5,22.1,25.1
Jackson,840471130010,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Clarksville,840471252001,20.0,18.0,18.0,19.0,17.0,17.0,17.0,16.0,20.0,17.0,21.0,21.0,38.0,28.0,24.0,25.0,23.0,26.0,17.0,18.0,20.0,27.0,26.0,26.0
Clarksville,840471252001,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Von Ormy Highway 16,840480131090,7.0,7.0,7.0,11.0,6.0,10.0,9.0,8.0,12.0,11.0,5.0,6.0,11.0,8.0,6.0,9.0,7.0,11.0,11.0,-999,7.0,4.0,4.0,6.0
Von Ormy Highway 16,840480131090,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Bryan Finfeather Ro,840480411086,13.5,12.6,13.8,12.9,12.0,12.9,10.9,11.8,9.0,11.0,11.9,8.6,12.0,6.5,14.1,6.2,9.5,7.7,9.8,-999,8.3,12.6,11.0,15.1
Bryan Finfeather Ro,840480411086,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G
Moab #7,840490190007,8.1,6.0,5.5,7.5,8.0,6.5,5.7,5.0,5.5,6.2,6.0,4.5,2.6,3.6,4.0,4.2,10.0,13.0,8.9,5.0,3.6,3.3,3.2,4.7
Moab #7,840490190007,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Copper View,840490352005,3.2,4.5,4.2,4.5,5.0,4.7,4.5,3.3,4.5,4.7,6.0,5.9,5.7,5.7,5.5,5.2,4.9,4.7,5.7,7.2,5.2,4.2,4.0,4.5
Copper View,840490352005,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Lake Park,840490353014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Lake Park,840490353014,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Utah Tech. Center,840490353015,6.0,3.7,3.6,5.7,4.2,3.8,4.5,5.5,6.0,7.2,7.9,9.5,7.4,5.2,5.2,5.5,4.9,4.9,5.5,11.9,3.0,3.0,4.0,4.5
Utah Tech. Center,840490353015,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Prison Site,840490353016,3.8,4.2,4.4,4.9,4.7,4.5,4.9,5.0,5.2,5.9,6.5,5.9,4.9,4.0,3.6,4.0,4.0,4.0,3.5,3.7,3.1,2.3,2.0,3.0
Prison Site,840490353016,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
NR,840490354002,4.2,4.7,4.2,4.9,5.0,5.7,8.4,4.9,7.2,7.5,10.5,13.8,4.5,6.2,6.2,5.4,6.5,5.9,6.7,13.4,5.7,4.2,4.2,4.9
NR,840490354002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Cave Camp - Timpano,840490499999,8.0,4.0,1.0,3.0,6.0,-3.0,1.0,2.0,6.0,0.0,2.0,-1.0,-3.0,0.0,1.0,10.0,5.0,-5.0,0.0,14.0,4.0,5.0,4.0,12.0
Cave Camp - Timpano,840490499999,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,B,G,G,G,G,G,G
Northern VA Near Ro,840510590031,38.2,36.2,40.5,111.9,127.2,125.7,128.4,131.1,134.3,151.4,136.4,125.0,121.0,104.4,85.7,69.7,65.2,59.7,58.3,56.0,56.5,57.6,58.7,63.8
Northern VA Near Ro,840510590031,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Richmond City Near,840517600025,40.1,38.1,37.3,37.0,36.5,35.7,36.2,35.6,44.2,105.5,124.2,120.9,107.5,104.0,96.0,87.9,87.0,62.2,24.5,31.5,23.6,22.1,21.1,25.6
Richmond City Near,840517600025,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Tidewater Regional,840518100008,27.5,28.3,31.1,41.2,37.3,36.6,36.7,51.7,91.4,131.5,140.9,136.8,133.8,128.3,121.7,117.0,120.0,124.2,123.5,118.9,38.7,24.0,26.0,23.8
Tidewater Regional,840518100008,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Prosser-Highland Dr,840530050004,4.7,6.5,1.8,7.5,5.4,2.0,7.7,5.5,8.8,8.5,5.7,10.6,5.5,4.9,15.5,6.0,3.5,6.7,6.4,5.0,5.4,5.9,4.0,7.7
Prosser-Highland Dr,840530050004,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Pomeroy-Pataha St,840530230001,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
Pomeroy-Pataha St,840530230001,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Soap Lake,840530250003,4.7,4.5,5.7,5.2,4.5,4.5,3.7,3.5,3.6,3.7,3.7,3.7,3.6,3.7,3.7,3.5,3.7,3.7,3.8,3.8,3.7,4.0,4.7,4.9
Soap Lake,840530250003,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Mattawa Wahluke Hig,840530259999,1.1,1.3,1.1,1.3,2.0,1.6,1.3,1.3,1.8,1.3,1.6,1.5,1.3,1.3,1.1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.3,1.6
Mattawa Wahluke Hig,840530259999,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Auburn 29th St,840530330047,5.5,6.2,6.5,6.5,6.7,6.9,7.0,7.2,7.0,8.1,8.9,8.4,8.9,9.1,8.5,8.0,7.9,8.0,6.2,6.2,6.5,6.7,7.7,7.7
Auburn 29th St,840530330047,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Tukwila_Allentown,840530330069,10.0,7.0,6.0,10.0,11.0,14.0,12.0,12.0,10.0,8.0,10.0,10.0,12.0,8.0,9.0,8.0,6.0,5.0,5.0,5.0,6.0,5.0,12.0,9.0
Tukwila_Allentown,840530330069,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Twisp-Ewell St,840530470016,4.5,4.7,4.5,4.5,4.7,4.9,5.0,5.4,5.4,5.5,5.5,5.2,4.9,5.0,-999,-999,4.7,5.0,5.0,5.0,6.0,5.0,5.0,5.5
Twisp-Ewell St,840530470016,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M,M,G,G,G,G,G,G,G,G
Raymond-4th St,840530499998,5.8,7.0,7.0,7.2,6.8,6.6,6.2,6.0,5.7,6.5,5.3,5.9,5.6,6.5,6.6,6.3,6.2,6.3,6.4,6.5,6.2,5.8,5.7,5.0
Raymond-4th St,840530499998,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Tulalip-Totem Beach,840530610021,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Tulalip-Totem Beach,840530610021,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Spokane-E Broadway,840530630017,6.0,9.0,7.0,9.0,9.0,10.0,10.0,7.0,10.0,10.0,9.0,9.0,7.0,8.0,9.0,9.0,6.0,4.0,6.0,7.0,7.0,7.0,4.0,6.0
Spokane-E Broadway,840530630017,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Maple Falls-Azure W,840530739992,6.2,6.7,8.5,7.5,7.2,5.7,4.7,4.8,7.4,5.0,5.6,5.8,5.0,5.0,5.3,9.1,18.5,26.6,24.8,17.0,13.1,10.6,10.3,9.3
Maple Falls-Azure W,840530739992,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Madison University,840550250047,10.8,9.4,11.5,11.3,8.9,8.8,9.6,9.5,9.0,8.6,8.5,12.0,14.9,14.8,12.6,10.8,9.0,9.3,9.1,12.5,13.5,14.1,16.3,15.6
Madison University,840550250047,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Laramie SLAMS,840560010012,2.2,-0.8,-0.3,1.8,1.6,0.9,2.8,3.2,-2.4,0.4,3.5,3.8,2.2,2.7,6.0,8.5,2.2,6.4,2.2,1.8,0.4,4.2,0.6,3.3
Laramie SLAMS,840560010012,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Gillette SLAMS,840560051002,4.0,3.6,5.4,3.3,2.7,5.7,5.2,6.7,6.7,4.5,12.1,5.5,9.8,7.7,3.2,5.0,3.8,5.0,11.6,-0.7,5.7,3.6,6.2,5.0
Gillette SLAMS,840560051002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Riverton Mobile,840560130004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Riverton Mobile,840560130004,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Lander SLAMS,840560131003,-4.6,-0.4,-2.4,0.6,-0.7,-3.5,-4.1,0.5,1.3,6.5,6.2,13.3,11.3,16.1,16.3,1.8,-3.3,-0.2,-1.6,-2.7,-0.2,-1.5,2.1,3.5
Lander SLAMS,840560131003,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Yoder,840560150006,2.7,-1.3,0.2,2.1,-1.1,2.7,-0.4,6.7,4.4,3.7,2.3,5.2,8.0,7.0,7.5,7.5,3.8,9.9,5.2,4.5,5.5,5.4,3.2,13.1
Yoder,840560150006,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Laramie County Mobi,840560210004,-7.0,-5.0,-5.0,-5.0,-7.0,-6.0,-1.0,-1.0,-4.0,-7.0,-4.0,-999,-999,-3.0,-4.0,-5.0,-6.0,-7.0,-5.0,-5.0,-4.0,-4.0,-5.0,-7.0
Laramie County Mobi,840560210004,B,B,B,B,B,B,G,G,G,B,G,M,M,G,G,B,B,B,B,B,G,G,B,B
Harriman Road Mobil,840560210005,0.0,1.0,-1.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,0.0,2.0,4.0,2.0,2.0
Harriman Road Mobil,840560210005,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Kemmerer Mobile,840560230004,-2.0,-2.0,-1.0,-2.0,-1.0,0.0,-3.0,-2.0,1.0,1.0,5.0,5.0,3.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,-1.0,1.0
Kemmerer Mobile,840560230004,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Cody SLAMS,840560290001,3.1,3.8,4.4,4.5,5.5,4.0,4.7,2.7,2.5,2.7,0.2,3.7,3.6,2.7,3.6,4.7,5.2,1.5,1.3,0.5,2.5,1.1,3.8,-3.8
Cody SLAMS,840560290001,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Rock Springs SLAMS,840560370007,6.0,2.5,1.8,2.2,6.2,2.3,0.4,0.4,1.5,9.3,9.1,2.3,4.0,0.2,6.0,1.3,5.2,-0.6,6.0,-0.4,9.3,0.5,2.1,1.1
Rock Springs SLAMS,840560370007,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Jackson SLAMS,840560391006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Jackson SLAMS,840560391006,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Eastern Band of Che,840CK2010001,24.4,24.8,24.9,25.9,25.8,25.3,25.0,24.2,22.9,24.4,25.0,25.5,27.2,29.1,30.9,29.0,28.1,27.5,24.6,22.8,22.5,22.2,22.2,22.3
Eastern Band of Che,840CK2010001,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Cashmere Mobile,840MM0079990,4.0,4.9,5.0,5.5,5.5,5.7,5.0,5.5,5.9,6.0,6.7,6.5,6.5,6.2,5.2,5.5,5.2,3.7,3.7,3.7,3.7,4.0,4.5,4.7
Cashmere Mobile,840MM0079990,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Cle Elum Mobile,840MM0370180,4.0,3.7,4.0,4.5,4.5,4.9,5.0,5.2,5.4,5.7,8.4,8.9,8.5,6.4,5.2,4.2,4.0,3.7,3.2,3.3,4.0,4.2,4.5,5.9
Cle Elum Mobile,840MM0370180,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Brewster Mobile,840MM0479990,3.8,3.7,3.7,3.6,3.7,3.6,3.8,4.2,4.5,5.7,4.7,4.7,4.2,4.2,4.5,4.0,3.7,3.7,4.0,3.2,3.2,3.5,4.0,4.0
Brewster Mobile,840MM0479990,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Newport-Calispel,840MM0510008,2.6,2.5,2.8,3.0,3.1,-999,3.6,8.9,10.4,11.5,5.0,3.3,2.8,3.3,2.6,2.2,2.2,2.1,2.3,2.1,2.0,2.1,2.2,2.7
Newport-Calispel,840MM0510008,G,G,G,G,G,M,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
MMCA82003,840MMCA82003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MMCA82003,840MMCA82003,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
MMCA82021,840MMCA82021,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MMCA82021,840MMCA82021,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
MMCA82022,840MMCA82022,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MMCA82022,840MMCA82022,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
MMCA82023,840MMCA82023,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MMCA82023,840MMCA82023,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
MMCA82026,840MMCA82026,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MMCA82026,840MMCA82026,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
MMCA82037,840MMCA82037,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MMCA82037,840MMCA82037,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
PM2.5 Mammoth Lakes,840MMGBU1002,9.0,9.0,6.0,0.0,10.0,-1.0,14.0,6.0,4.0,-1.0,7.0,9.0,8.0,11.0,11.0,-5.0,12.0,10.0,10.0,21.0,6.0,0.0,7.0,5.0
PM2.5 Mammoth Lakes,840MMGBU1002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,B,G,G,G,G,G,G,G,G
Kamiah,840TT1820003,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0,-15.0,19.0,25.0,10.0,13.0,12.0,8.0,6.0,7.0,-5.0,-4.0,-2.0
Kamiah,840TT1820003,B,B,B,B,B,B,B,B,B,B,B,B,B,G,G,G,G,G,G,G,G,B,G,G
Lapwai,840TT1820013,2.0,7.0,-2.0,4.0,4.0,3.0,5.0,6.0,-1.0,7.0,9.0,11.0,12.0,8.0,12.0,12.0,8.0,9.0,4.0,6.0,5.0,1.0,4.0,1.0
Lapwai,840TT1820013,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Salton Sea Beach,840TT5950010,14.1,12.5,12.8,14.5,13.0,11.6,11.1,10.9,11.1,11.5,11.0,9.4,9.5,9.6,9.3,8.5,8.5,8.3,8.9,9.8,10.9,13.3,13.4,17.3
Salton Sea Beach,840TT5950010,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Indio-29 Palms,840TT5980500,12.0,21.5,18.8,11.5,10.0,8.8,16.8,11.0,9.8,9.1,9.0,-999,-999,8.3,8.3,7.9,8.0,8.0,7.9,8.4,8.6,8.4,9.3,10.4
Indio-29 Palms,840TT5980500,G,G,G,G,G,G,G,G,G,G,G,M,M,G,G,G,G,G,G,G,G,G,G,G
Ouagadougou,854BFA010001,39.6,39.6,42.6,43.0,42.2,46.5,44.1,45.6,43.3,44.3,43.2,44.4,43.1,41.1,49.9,53.6,49.0,51.3,46.4,46.2,42.6,41.2,42.3,41.2
Ouagadougou,854BFA010001,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Addis Ababa Central,AA1010001,21.0,66.0,91.0,70.0,35.0,30.0,25.0,25.0,30.0,30.0,47.0,50.0,56.0,36.0,35.0,18.0,21.0,23.0,19.0,18.0,18.0,24.0,31.0,33.0
Addis Ababa Central,AA1010001,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Addis Ababa Jacros,AA1010002,80.0,111.0,49.0,46.0,41.0,41.0,38.0,63.0,55.0,57.0,56.0,67.0,87.0,100.0,71.0,48.0,48.0,30.0,41.0,36.0,39.0,37.0,35.0,69.0
Addis Ababa Jacros,AA1010002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Abu Dhabi,AD1010001,53.0,48.0,42.0,40.0,36.0,41.0,60.0,70.0,62.0,59.0,66.0,75.0,67.0,66.0,60.0,56.0,44.0,45.0,43.0,39.0,48.0,63.0,70.0,55.0
Abu Dhabi,AD1010001,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Algiers,ALG010001,7.0,9.0,54.0,11.0,15.0,18.0,21.0,23.0,15.0,16.0,14.0,17.0,14.0,15.0,11.0,11.0,12.0,14.0,14.0,12.0,11.0,14.0,9.0,13.0
Algiers,ALG010001,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Bogota,BG1010001,4.0,7.0,7.0,7.0,7.0,8.0,10.0,16.0,3.0,5.0,6.0,6.0,-999,3.0,5.0,5.0,2.0,2.0,-999,6.0,6.0,10.0,10.0,7.0
Bogota,BG1010001,G,G,G,G,G,G,G,G,G,G,G,G,M,G,G,G,G,G,M,G,G,G,G,G
Sarajevo,BIH010001,9.0,12.0,12.0,12.0,11.0,13.0,15.0,15.0,14.0,17.0,13.0,18.0,11.0,16.0,19.0,7.0,13.0,12.0,15.0,13.0,10.0,8.0,13.0,12.0
Sarajevo,BIH010001,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
Beijing,BJ1010001,39.0,28.0,20.0,25.0,38.0,22.0,15.0,23.0,25.0,28.0,23.0,14.0,16.0,21.0,16.0,16.0,16.0,18.0,21.0,17.0,17.0,16.0,15.0,15.0
Beijing,BJ1010001,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
St. John's,CC0010102,1.1,2.1,2.3,2.0,1.6,2.6,2.2,2.2,3.1,4.2,4.7,3.5,5.4,7.7,8.3,9.6,14.8,13.6,11.0,14.6,16.8,16.0,13.0,-999
St. John's,CC0010102,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M
Cornerbrook,CC0010301,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Cornerbrook,CC0010301,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
Mount Pearl,CC0010401,0.2,0.4,0.2,0.2,0.2,0.4,0.4,0.5,0.6,1.8,2.6,1.8,2.3,3.8,6.5,5.2,5.4,5.4,8.5,4.2,5.5,9.8,9.3,-999
Mount Pearl,CC0010401,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M
Grand Falls Windsor,CC0010501,1.3,1.3,1.6,1.5,1.5,1.6,1.6,2.8,-999,3.8,4.2,4.5,4.0,4.2,4.5,4.4,4.0,4.2,3.1,3.0,3.1,2.2,2.0,-999
Grand Falls Windsor,CC0010501,G,G,G,G,G,G,G,G,M,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M
MacPherson Avenue -,CC0010602,0.2,0.2,0.2,0.2,0.4,1.1,1.3,2.2,2.2,3.0,2.8,2.8,3.5,3.3,3.6,3.6,3.1,2.7,2.6,1.8,0.5,0.2,0.2,-999
MacPherson Avenue -,CC0010602,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M
Marystown/Burin,CC0010901,0.6,0.8,0.8,0.8,0.6,0.6,0.9,1.1,1.8,3.2,3.1,2.2,2.5,2.6,3.3,3.7,2.7,2.7,3.2,4.5,4.9,4.0,3.0,-999
Marystown/Burin,CC0010901,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,M
FIREHALL-LABRADORCI,CC0011002,3.5,3.2,2.5,1.5,1.0,0.6,0.9,1.8,5.5,7.7,9.5,10.8,4.2,3.3,2.5,3.1,2.1,1.8,2.7,18.3,2.2,1.3,1.0,0.6
FIREHALL-LABRADORCI,CC0011002,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
FREDERICTON-NEEDHAM,CC0040104,1.7,0.8,0.6,0.6,0.7,0.6,0.7,0.6,0.6,1.0,1.5,1.7,1.5,1.2,1.4,2.0,2.4,2.4,1.9,2.0,2.5,3.7,2.8,2.6
FREDERICTON-NEEDHAM,CC0040104,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
FOREST HILLS,CC0040203,0.5,0.5,0.5,0.6,0.5,0.6,0.7,0.8,1.2,1.5,1.9,2.3,2.8,2.2,2.6,2.9,3.1,3.1,2.2,1.9,2.1,1.8,1.7,1.9
FOREST HILLS,CC0040203,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
SAINT JOHN WEST,CC0040207,0.6,0.8,1.3,1.0,0.9,1.0,1.0,1.6,0.8,0.9,1.1,1.8,2.3,1.0,1.8,2.2,2.7,2.1,2.2,3.0,2.2,2.8,2.6,2.2
SAINT JOHN WEST,CC0040207,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
CASTLE ST. SAINT JO,CC0040209,0.6,0.7,0.8,0.6,0.7,0.8,0.8,0.9,1.3,1.3,1.0,1.2,1.4,1.3,1.6,1.7,2.3,2.1,1.9,1.8,2.0,2.1,2.2,2.4
CASTLE ST. SAINT JO,CC0040209,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
MONCTON,CC0040302,0.8,1.1,1.2,1.7,1.5,1.3,0.8,0.9,1.5,1.5,1.3,2.4,2.3,2.0,2.0,2.4,2.3,2.1,2.3,2.8,3.2,3.1,3.6,3.6
MONCTON,CC0040302,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
CANTERBURY,CC0040801,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CANTERBURY,CC0040801,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
ST ANDREWS,CC0040901,1.4,1.7,1.8,1.8,1.8,1.4,1.1,0.9,0.9,1.3,1.4,1.7,2.0,1.9,1.5,1.1,0.9,1.1,1.3,1.6,2.0,2.2,2.5,3.1
ST ANDREWS,CC0040901,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
BATHURST,CC0041302,1.8,1.5,1.6,2.2,2.1,2.3,2.4,2.6,2.3,2.2,1.7,2.6,2.8,2.9,2.8,2.4,3.5,4.8,4.5,4.5,3.5,1.7,1.4,1.3
BATHURST,CC0041302,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
EDMUNDSTON QUEEN ST,CC0041501,0.6,0.6,0.6,0.5,0.5,0.6,0.7,1.1,1.6,1.4,1.9,0.9,1.1,1.3,1.1,1.1,1.0,1.5,3.1,0.9,0.6,0.8,0.5,0.7
EDMUNDSTON QUEEN ST,CC0041501,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
